PlanetsAspect,buy,sell,daysN,BuyDays%,SellDays%
MAJU_a60,141,145,286,0.49,0.51
MAJU_a90,123,119,242,0.51,0.49
MANE_a0,42,46,88,0.48,0.52
MANE_a103,114,102,216,0.53,0.47
MANE_a120,99,106,205,0.48,0.52
MANE_a135,144,123,267,0.54,0.46
MANE_a150,112,139,251,0.45,0.55
MANE_a180,73,52,125,0.58,0.42
MANE_a30,101,120,221,0.46,0.54
MANE_a45,145,121,266,0.55,0.45
MANE_a60,116,78,194,0.6,0.4
MANE_a90,131,120,251,0.52,0.48
MAPL_a0,54,48,102,0.53,0.47
MAPL_a103,102,109,211,0.48,0.52
MAPL_a120,107,111,218,0.49,0.51
MAPL_a135,144,135,279,0.52,0.48
MAPL_a150,130,136,266,0.49,0.51
MAPL_a180,50,58,108,0.46,0.54
MAPL_a30,134,101,235,0.57,0.43
MAPL_a45,121,131,252,0.48,0.52
MAPL_a60,119,104,223,0.53,0.47
MAPL_a90,130,122,252,0.52,0.48
MASA_a0,61,60,121,0.5,0.5
MASA_a103,91,98,189,0.48,0.52
MASA_a120,108,96,204,0.53,0.47
MASA_a135,96,102,198,0.48,0.52
MASA_a150,113,95,208,0.54,0.46
MASA_a180,73,52,125,0.58,0.42
MASA_a30,132,133,265,0.5,0.5
MASA_a45,144,144,288,0.5,0.5
MASA_a60,136,112,248,0.55,0.45
MASA_a90,136,117,253,0.54,0.46
MAUR_a0,68,55,123,0.55,0.45
MAUR_a103,130,127,257,0.51,0.49
MAUR_a120,116,104,220,0.53,0.47
MAUR_a135,113,129,242,0.47,0.53
MAUR_a150,132,147,279,0.47,0.53
MAUR_a180,71,54,125,0.57,0.43
MAUR_a30,121,113,234,0.52,0.48
MAUR_a45,84,124,208,0.4,0.6
MAUR_a60,139,122,261,0.53,0.47
MAUR_a90,132,115,247,0.53,0.47
MEJU_a0,64,73,137,0.47,0.53
MEJU_a103,115,113,228,0.5,0.5
MEJU_a120,104,97,201,0.52,0.48
MEJU_a135,109,115,224,0.49,0.51
MEJU_a150,103,104,207,0.5,0.5
MEJU_a180,42,41,83,0.51,0.49
MEJU_a30,146,134,280,0.52,0.48
MEJU_a45,169,142,311,0.54,0.46
MEJU_a60,114,135,249,0.46,0.54
MEJU_a90,114,129,243,0.47,0.53
MEMA_a0,110,86,196,0.56,0.44
MEMA_a103,102,139,241,0.42,0.58
MEMA_a120,67,66,133,0.5,0.5
MEMA_a135,56,43,99,0.57,0.43
MEMA_a150,56,37,93,0.6,0.4
MEMA_a180,22,18,40,0.55,0.45
MEMA_a30,196,199,395,0.5,0.5
MEMA_a45,186,244,430,0.43,0.57
MEMA_a60,137,154,291,0.47,0.53
MEMA_a90,127,115,242,0.52,0.48
MENE_a0,71,57,128,0.55,0.45
MENE_a103,122,105,227,0.54,0.46
MENE_a120,127,126,253,0.5,0.5
MENE_a135,120,149,269,0.45,0.55
MENE_a150,116,97,213,0.54,0.46
MENE_a180,73,51,124,0.59,0.41
MENE_a30,143,119,262,0.55,0.45
MENE_a45,134,118,252,0.53,0.47
MENE_a60,116,111,227,0.51,0.49
MENE_a90,149,127,276,0.54,0.46
MEPL_a0,77,68,145,0.53,0.47
MEPL_a103,116,133,249,0.47,0.53
MEPL_a120,123,117,240,0.51,0.49
MEPL_a135,108,105,213,0.51,0.49
MEPL_a150,114,114,228,0.5,0.5
MEPL_a180,55,39,94,0.59,0.41
MEPL_a30,135,111,246,0.55,0.45
MEPL_a45,143,116,259,0.55,0.45
MEPL_a60,132,133,265,0.5,0.5
MEPL_a90,142,114,256,0.55,0.45
MESA_a0,74,61,135,0.55,0.45
MESA_a103,138,123,261,0.53,0.47
MESA_a120,125,102,227,0.55,0.45
MESA_a135,128,124,252,0.51,0.49
MESA_a150,90,117,207,0.43,0.57
MESA_a180,57,35,92,0.62,0.38
MESA_a30,144,128,272,0.53,0.47
MESA_a45,155,149,304,0.51,0.49
MESA_a60,142,121,263,0.54,0.46
MESA_a90,130,111,241,0.54,0.46
MESU_a0,332,312,644,0.52,0.48
MEUR_a0,58,73,131,0.44,0.56
MEUR_a103,123,120,243,0.51,0.49
MEUR_a120,140,117,257,0.54,0.46
MEUR_a135,127,125,252,0.5,0.5
MEUR_a150,133,120,253,0.53,0.47
MEUR_a180,55,59,114,0.48,0.52
MEUR_a30,129,148,277,0.47,0.53
MEUR_a45,143,123,266,0.54,0.46
MEUR_a60,149,116,265,0.56,0.44
MEUR_a90,121,127,248,0.49,0.51
MEVE_a0,195,189,384,0.51,0.49
MEVE_a30,392,371,763,0.51,0.49
MEVE_a45,248,276,524,0.47,0.53
MEVE_a60,252,197,449,0.56,0.44
MOJU_a0,185,183,368,0.5,0.5
MOJU_a103,383,377,760,0.5,0.5
MOJU_a120,407,371,778,0.52,0.48
MOJU_a135,385,395,780,0.49,0.51
MOJU_a150,393,387,780,0.5,0.5
MOJU_a180,198,169,367,0.54,0.46
MOJU_a30,392,401,793,0.49,0.51
MOJU_a45,404,388,792,0.51,0.49
MOJU_a60,370,397,767,0.48,0.52
MOJU_a90,388,359,747,0.52,0.48
MOMA_a0,212,153,365,0.58,0.42
MOMA_a103,370,377,747,0.5,0.5
MOMA_a120,372,368,740,0.5,0.5
MOMA_a135,379,374,753,0.5,0.5
MOMA_a150,366,371,737,0.5,0.5
MOMA_a180,200,169,369,0.54,0.46
MOMA_a30,390,359,749,0.52,0.48
MOMA_a45,387,371,758,0.51,0.49
MOMA_a60,413,334,747,0.55,0.45
MOMA_a90,376,375,751,0.5,0.5
MOME_a0,197,169,366,0.54,0.46
MOME_a103,363,336,699,0.52,0.48
MOME_a120,381,369,750,0.51,0.49
MOME_a135,388,338,726,0.53,0.47
MOME_a150,346,375,721,0.48,0.52
MOME_a180,181,173,354,0.51,0.49
MOME_a30,377,352,729,0.52,0.48
MOME_a45,403,337,740,0.54,0.46
MOME_a60,376,338,714,0.53,0.47
MOME_a90,378,337,715,0.53,0.47
MONE_a0,193,187,380,0.51,0.49
MONE_a103,398,370,768,0.52,0.48
MONE_a120,363,401,764,0.48,0.52
MONE_a135,398,374,772,0.52,0.48
MONE_a150,378,379,757,0.5,0.5
MONE_a180,214,170,384,0.56,0.44
MONE_a30,396,381,777,0.51,0.49
MONE_a45,401,370,771,0.52,0.48
MONE_a60,390,375,765,0.51,0.49
MONE_a90,384,375,759,0.51,0.49
MOPL_a0,202,188,390,0.52,0.48
MOPL_a103,419,352,771,0.54,0.46
MOPL_a120,393,374,767,0.51,0.49
MOPL_a135,394,378,772,0.51,0.49
MOPL_a150,399,373,772,0.52,0.48
MOPL_a180,195,190,385,0.51,0.49
MOPL_a30,401,372,773,0.52,0.48
MOPL_a45,372,395,767,0.49,0.51
MOPL_a60,394,364,758,0.52,0.48
MOPL_a90,403,378,781,0.52,0.48
MOSA_a0,217,172,389,0.56,0.44
MOSA_a103,378,401,779,0.49,0.51
MOSA_a120,393,381,774,0.51,0.49
MOSA_a135,386,392,778,0.5,0.5
MOSA_a150,378,382,760,0.5,0.5
MOSA_a180,170,196,366,0.46,0.54
MOSA_a30,419,343,762,0.55,0.45
MOSA_a45,393,353,746,0.53,0.47
MOSA_a60,411,354,765,0.54,0.46
MOSA_a90,388,386,774,0.5,0.5
MOSU_a0,190,176,366,0.52,0.48
MOSU_a103,346,384,730,0.47,0.53
MOSU_a120,358,374,732,0.49,0.51
MOSU_a135,356,365,721,0.49,0.51
MOSU_a150,389,331,720,0.54,0.46
MOSU_a180,185,182,367,0.5,0.5
MOSU_a30,369,355,724,0.51,0.49
MOSU_a45,376,347,723,0.52,0.48
MOSU_a60,375,362,737,0.51,0.49
MOSU_a90,387,345,732,0.53,0.47
MOUR_a0,186,200,386,0.48,0.52
MOUR_a103,399,364,763,0.52,0.48
MOUR_a120,387,380,767,0.5,0.5
MOUR_a135,396,375,771,0.51,0.49
MOUR_a150,417,362,779,0.54,0.46
MOUR_a180,177,207,384,0.46,0.54
MOUR_a30,396,370,766,0.52,0.48
MOUR_a45,410,371,781,0.52,0.48
MOUR_a60,386,381,767,0.5,0.5
MOUR_a90,381,391,772,0.49,0.51
MOVE_a0,197,160,357,0.55,0.45
MOVE_a103,355,368,723,0.49,0.51
MOVE_a120,374,341,715,0.52,0.48
MOVE_a135,396,341,737,0.54,0.46
MOVE_a150,355,369,724,0.49,0.51
MOVE_a180,146,206,352,0.41,0.59
MOVE_a30,403,327,730,0.55,0.45
MOVE_a45,373,352,725,0.51,0.49
MOVE_a60,389,343,732,0.53,0.47
MOVE_a90,350,371,721,0.49,0.51
NEPL_a60,761,822,1583,0.48,0.52
SANE_a0,95,90,185,0.51,0.49
SANE_a103,116,109,225,0.52,0.48
SANE_a120,127,121,248,0.51,0.49
SANE_a135,74,69,143,0.52,0.48
SANE_a150,116,100,216,0.54,0.46
SANE_a180,34,37,71,0.48,0.52
SANE_a30,124,124,248,0.5,0.5
SANE_a45,121,138,259,0.47,0.53
SANE_a60,173,157,330,0.52,0.48
SANE_a90,160,140,300,0.53,0.47
SAPL_a0,55,73,128,0.43,0.57
SAPL_a103,68,99,167,0.41,0.59
SAPL_a120,99,104,203,0.49,0.51
SAPL_a135,96,61,157,0.61,0.39
SAPL_a150,92,102,194,0.47,0.53
SAPL_a180,39,53,92,0.42,0.58
SAPL_a30,174,154,328,0.53,0.47
SAPL_a45,112,112,224,0.5,0.5
SAPL_a60,115,108,223,0.52,0.48
SAPL_a90,130,102,232,0.56,0.44
SAUR_a0,129,102,231,0.56,0.44
SAUR_a103,179,177,356,0.5,0.5
SAUR_a120,107,96,203,0.53,0.47
SAUR_a135,144,107,251,0.57,0.43
SAUR_a150,132,97,229,0.58,0.42
SAUR_a180,65,69,134,0.49,0.51
SAUR_a30,164,168,332,0.49,0.51
SAUR_a45,136,153,289,0.47,0.53
SAUR_a60,113,102,215,0.53,0.47
SAUR_a90,38,42,80,0.48,0.52
SUJU_a0,75,62,137,0.55,0.45
SUJU_a103,135,108,243,0.56,0.44
SUJU_a120,106,118,224,0.47,0.53
SUJU_a135,111,106,217,0.51,0.49
SUJU_a150,120,93,213,0.56,0.44
SUJU_a180,56,43,99,0.57,0.43
SUJU_a30,148,139,287,0.52,0.48
SUJU_a45,137,134,271,0.51,0.49
SUJU_a60,133,132,265,0.5,0.5
SUJU_a90,123,120,243,0.51,0.49
SUMA_a0,102,96,198,0.52,0.48
SUMA_a103,108,89,197,0.55,0.45
SUMA_a120,68,77,145,0.47,0.53
SUMA_a135,73,51,124,0.59,0.41
SUMA_a150,47,57,104,0.45,0.55
SUMA_a180,33,16,49,0.67,0.33
SUMA_a30,206,156,362,0.57,0.43
SUMA_a45,170,179,349,0.49,0.51
SUMA_a60,158,169,327,0.48,0.52
SUMA_a90,113,129,242,0.47,0.53
SUNE_a0,61,57,118,0.52,0.48
SUNE_a103,120,134,254,0.47,0.53
SUNE_a120,131,116,247,0.53,0.47
SUNE_a135,133,109,242,0.55,0.45
SUNE_a150,140,120,260,0.54,0.46
SUNE_a180,52,66,118,0.44,0.56
SUNE_a30,121,125,246,0.49,0.51
SUNE_a45,130,112,242,0.54,0.46
SUNE_a60,121,131,252,0.48,0.52
SUNE_a90,136,121,257,0.53,0.47
SUPL_a0,63,60,123,0.51,0.49
SUPL_a103,118,139,257,0.46,0.54
SUPL_a120,127,128,255,0.5,0.5
SUPL_a135,123,122,245,0.5,0.5
SUPL_a150,123,122,245,0.5,0.5
SUPL_a180,66,54,120,0.55,0.45
SUPL_a30,137,102,239,0.57,0.43
SUPL_a45,117,121,238,0.49,0.51
SUPL_a60,123,129,252,0.49,0.51
SUPL_a90,140,111,251,0.56,0.44
SUSA_a0,68,67,135,0.5,0.5
SUSA_a103,129,117,246,0.52,0.48
SUSA_a120,103,131,234,0.44,0.56
SUSA_a135,98,132,230,0.43,0.57
SUSA_a150,113,104,217,0.52,0.48
SUSA_a180,56,53,109,0.51,0.49
SUSA_a30,152,118,270,0.56,0.44
SUSA_a45,141,118,259,0.54,0.46
SUSA_a60,125,131,256,0.49,0.51
SUSA_a90,139,107,246,0.57,0.43
SUUR_a0,75,50,125,0.6,0.4
SUUR_a103,127,118,245,0.52,0.48
SUUR_a120,116,128,244,0.48,0.52
SUUR_a135,130,115,245,0.53,0.47
SUUR_a150,112,126,238,0.47,0.53
SUUR_a180,68,50,118,0.58,0.42
SUUR_a30,127,122,249,0.51,0.49
SUUR_a45,136,109,245,0.56,0.44
SUUR_a60,122,125,247,0.49,0.51
SUUR_a90,120,129,249,0.48,0.52
URNE_a0,293,234,527,0.56,0.44
URNE_a30,355,329,684,0.52,0.48
URNE_a45,301,263,564,0.53,0.47
URPL_a103,168,150,318,0.53,0.47
URPL_a30,16,18,34,0.47,0.53
URPL_a45,317,263,580,0.55,0.45
URPL_a60,337,302,639,0.53,0.47
URPL_a90,270,250,520,0.52,0.48
VEJU_a0,88,64,152,0.58,0.42
VEJU_a103,128,112,240,0.53,0.47
VEJU_a120,130,114,244,0.53,0.47
VEJU_a135,116,110,226,0.51,0.49
VEJU_a150,126,90,216,0.58,0.42
VEJU_a180,58,58,116,0.5,0.5
VEJU_a30,135,124,259,0.52,0.48
VEJU_a45,122,122,244,0.5,0.5
VEJU_a60,139,142,281,0.49,0.51
VEJU_a90,129,122,251,0.51,0.49
VEMA_a0,112,138,250,0.45,0.55
VEMA_a103,140,149,289,0.48,0.52
VEMA_a120,107,104,211,0.51,0.49
VEMA_a135,57,50,107,0.53,0.47
VEMA_a150,50,44,94,0.53,0.47
VEMA_a180,24,24,48,0.5,0.5
VEMA_a30,159,149,308,0.52,0.48
VEMA_a45,163,162,325,0.5,0.5
VEMA_a60,153,162,315,0.49,0.51
VEMA_a90,139,115,254,0.55,0.45
VENE_a0,57,61,118,0.48,0.52
VENE_a103,138,110,248,0.56,0.44
VENE_a120,108,129,237,0.46,0.54
VENE_a135,125,129,254,0.49,0.51
VENE_a150,132,117,249,0.53,0.47
VENE_a180,68,61,129,0.53,0.47
VENE_a30,125,130,255,0.49,0.51
VENE_a45,131,114,245,0.53,0.47
VENE_a60,134,101,235,0.57,0.43
VENE_a90,129,127,256,0.5,0.5
VEPL_a0,75,50,125,0.6,0.4
VEPL_a103,99,134,233,0.42,0.58
VEPL_a120,150,95,245,0.61,0.39
VEPL_a135,130,128,258,0.5,0.5
VEPL_a150,118,114,232,0.51,0.49
VEPL_a180,67,53,120,0.56,0.44
VEPL_a30,126,106,232,0.54,0.46
VEPL_a45,130,112,242,0.54,0.46
VEPL_a60,125,113,238,0.53,0.47
VEPL_a90,118,128,246,0.48,0.52
VESA_a0,53,70,123,0.43,0.57
VESA_a103,137,141,278,0.49,0.51
VESA_a120,121,122,243,0.5,0.5
VESA_a135,132,119,251,0.53,0.47
VESA_a150,111,94,205,0.54,0.46
VESA_a180,52,64,116,0.45,0.55
VESA_a30,143,103,246,0.58,0.42
VESA_a45,123,109,232,0.53,0.47
VESA_a60,134,112,246,0.54,0.46
VESA_a90,127,119,246,0.52,0.48
VESU_a0,156,173,329,0.47,0.53
VESU_a30,387,388,775,0.5,0.5
VESU_a45,1157,1045,2202,0.53,0.47
VEUR_a0,65,51,116,0.56,0.44
VEUR_a103,129,128,257,0.5,0.5
VEUR_a120,123,118,241,0.51,0.49
VEUR_a135,106,120,226,0.47,0.53
VEUR_a150,131,122,253,0.52,0.48
VEUR_a180,62,59,121,0.51,0.49
VEUR_a30,135,106,241,0.56,0.44
VEUR_a45,123,128,251,0.49,0.51
VEUR_a60,120,122,242,0.5,0.5
VEUR_a90,121,104,225,0.54,0.46
