PlanetZodSign,Planet,ZodSign,Buy,Sell,DaysN,BuyDays%,SellDays%
ME_Z08_SCO,Mercury,Scorpio,178,139,317,0.56,0.44
ME_Z09_SAG,Mercury,Sagittarius,155,152,307,0.5,0.5
ME_Z10_CAP,Mercury,Capricorn,158,127,285,0.55,0.45
ME_Z11_AQU,Mercury,Aquarius,139,151,290,0.48,0.52
ME_Z12_PIS,Mercury,Pisces,141,123,264,0.53,0.47
MO_Z01_ARI,Moon,Aries,131,154,285,0.46,0.54
MO_Z02_TAU,Moon,Taurus,133,133,266,0.5,0.5
MO_Z03_GEM,Moon,Gemini,149,125,274,0.54,0.46
MO_Z04_CAN,Moon,Cancer,148,125,273,0.54,0.46
MO_Z05_LEO,Moon,Leo,150,118,268,0.56,0.44
MO_Z06_VIR,Moon,Virgo,149,110,259,0.58,0.42
MO_Z07_LIB,Moon,Libra,137,125,262,0.52,0.48
MO_Z08_SCO,Moon,Scorpio,154,104,258,0.6,0.4
MO_Z09_SAG,Moon,Sagittarius,138,147,285,0.48,0.52
MO_Z10_CAP,Moon,Capricorn,167,120,287,0.58,0.42
MO_Z11_AQU,Moon,Aquarius,134,131,265,0.51,0.49
MO_Z12_PIS,Moon,Pisces,146,137,283,0.52,0.48
NE_Z11_AQU,Neptune,Aquarius,514,468,982,0.52,0.48
NE_Z12_PIS,Neptune,Pisces,1222,1061,2283,0.54,0.46
NN_Z03_GEM,NNode,Gemini,109,58,167,0.65,0.35
NN_Z04_CAN,NNode,Cancer,191,184,375,0.51,0.49
NN_Z05_LEO,NNode,Leo,224,159,383,0.58,0.42
NN_Z06_VIR,NNode,Virgo,197,181,378,0.52,0.48
NN_Z07_LIB,NNode,Libra,203,173,376,0.54,0.46
NN_Z08_SCO,NNode,Scorpio,195,184,379,0.51,0.49
NN_Z09_SAG,NNode,Sagittarius,186,192,378,0.49,0.51
NN_Z10_CAP,NNode,Capricorn,198,182,380,0.52,0.48
NN_Z11_AQU,NNode,Aquarius,183,192,375,0.49,0.51
NN_Z12_PIS,NNode,Pisces,50,24,74,0.68,0.32
PA_Z01_ARI,Pallas,Aries,160,137,297,0.54,0.46
PA_Z02_TAU,Pallas,Taurus,129,108,237,0.54,0.46
PA_Z03_GEM,Pallas,Gemini,116,114,230,0.5,0.5
PA_Z04_CAN,Pallas,Cancer,63,47,110,0.57,0.43
PA_Z05_LEO,Pallas,Leo,92,71,163,0.56,0.44
PA_Z06_VIR,Pallas,Virgo,115,105,220,0.52,0.48
PA_Z07_LIB,Pallas,Libra,150,135,285,0.53,0.47
PA_Z08_SCO,Pallas,Scorpio,160,132,292,0.55,0.45
PA_Z09_SAG,Pallas,Sagittarius,152,139,291,0.52,0.48
PA_Z10_CAP,Pallas,Capricorn,193,171,364,0.53,0.47
PA_Z11_AQU,Pallas,Aquarius,195,197,392,0.5,0.5
PA_Z12_PIS,Pallas,Pisces,211,173,384,0.55,0.45
PH_Z09_SAG,Pholus,Sagittarius,1421,1274,2695,0.53,0.47
PH_Z10_CAP,Pholus,Capricorn,315,255,570,0.55,0.45
PL_Z09_SAG,Pluto,Sagittarius,103,96,199,0.52,0.48
PL_Z10_CAP,Pluto,Capricorn,1633,1433,3066,0.53,0.47
SA_Z06_VIR,Saturn,Virgo,303,284,587,0.52,0.48
SA_Z07_LIB,Saturn,Libra,328,315,643,0.51,0.49
SA_Z08_SCO,Saturn,Scorpio,317,289,606,0.52,0.48
SA_Z09_SAG,Saturn,Sagittarius,360,306,666,0.54,0.46
SA_Z10_CAP,Saturn,Capricorn,368,298,666,0.55,0.45
SA_Z11_AQU,Saturn,Aquarius,60,37,97,0.62,0.38
SN_Z01_ARI,SNode,Aries,203,173,376,0.54,0.46
SN_Z02_TAU,SNode,Taurus,195,184,379,0.51,0.49
SN_Z03_GEM,SNode,Gemini,186,192,378,0.49,0.51
SN_Z04_CAN,SNode,Cancer,198,182,380,0.52,0.48
SN_Z05_LEO,SNode,Leo,183,192,375,0.49,0.51
SN_Z06_VIR,SNode,Virgo,50,24,74,0.68,0.32
SN_Z09_SAG,SNode,Sagittarius,109,58,167,0.65,0.35
SN_Z10_CAP,SNode,Capricorn,191,184,375,0.51,0.49
SN_Z11_AQU,SNode,Aquarius,224,159,383,0.58,0.42
SN_Z12_PIS,SNode,Pisces,197,181,378,0.52,0.48
SU_Z01_ARI,Sun,Aries,141,99,240,0.59,0.41
SU_Z02_TAU,Sun,Taurus,137,136,273,0.5,0.5
SU_Z03_GEM,Sun,Gemini,148,138,286,0.52,0.48
SU_Z04_CAN,Sun,Cancer,181,109,290,0.62,0.38
SU_Z05_LEO,Sun,Leo,135,141,276,0.49,0.51
SU_Z06_VIR,Sun,Virgo,148,124,272,0.54,0.46
SU_Z07_LIB,Sun,Libra,144,132,276,0.52,0.48
SU_Z08_SCO,Sun,Scorpio,129,142,271,0.48,0.52
SU_Z09_SAG,Sun,Sagittarius,157,127,284,0.55,0.45
SU_Z10_CAP,Sun,Capricorn,150,114,264,0.57,0.43
SU_Z11_AQU,Sun,Aquarius,137,135,272,0.5,0.5
SU_Z12_PIS,Sun,Pisces,129,132,261,0.49,0.51
UR_Z01_ARI,Uranus,Aries,1000,885,1885,0.53,0.47
UR_Z02_TAU,Uranus,Taurus,328,259,587,0.56,0.44
UR_Z12_PIS,Uranus,Pisces,408,385,793,0.51,0.49
VE_Z01_ARI,Venus,Aries,174,139,313,0.56,0.44
VE_Z02_TAU,Venus,Taurus,111,113,224,0.5,0.5
VE_Z03_GEM,Venus,Gemini,203,166,369,0.55,0.45
VE_Z04_CAN,Venus,Cancer,112,120,232,0.48,0.52
VE_Z05_LEO,Venus,Leo,178,119,297,0.6,0.4
VE_Z06_VIR,Venus,Virgo,126,125,251,0.5,0.5
VE_Z07_LIB,Venus,Libra,143,128,271,0.53,0.47
VE_Z08_SCO,Venus,Scorpio,171,146,317,0.54,0.46
VE_Z09_SAG,Venus,Sagittarius,114,120,234,0.49,0.51
VE_Z10_CAP,Venus,Capricorn,149,142,291,0.51,0.49
VE_Z11_AQU,Venus,Aquarius,121,99,220,0.55,0.45
VE_Z12_PIS,Venus,Pisces,134,112,246,0.54,0.46
VS_Z01_ARI,Vesta,Aries,143,164,307,0.47,0.53
VS_Z02_TAU,Vesta,Taurus,223,234,457,0.49,0.51
VS_Z03_GEM,Vesta,Gemini,178,157,335,0.53,0.47
VS_Z04_CAN,Vesta,Cancer,163,117,280,0.58,0.42
VS_Z05_LEO,Vesta,Leo,174,150,324,0.54,0.46
VS_Z06_VIR,Vesta,Virgo,152,109,261,0.58,0.42
VS_Z07_LIB,Vesta,Libra,145,111,256,0.57,0.43
VS_Z08_SCO,Vesta,Scorpio,62,59,121,0.51,0.49
VS_Z09_SAG,Vesta,Sagittarius,121,91,212,0.57,0.43
VS_Z10_CAP,Vesta,Capricorn,131,92,223,0.59,0.41
VS_Z11_AQU,Vesta,Aquarius,135,160,295,0.46,0.54
VS_Z12_PIS,Vesta,Pisces,109,85,194,0.56,0.44
